Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
89f1d07d-f019-a9b4-81a5-1b1f2a54c72f,1951-01-21,,999-75-2224,S99963964,X11282060X,Mr.,Benjamín452,,Nieves278,,,S,other,hispanic,M,Salisbury  Saint Joseph Parish  DM,789 Durgan Drive Unit 49,Haverhill,Massachusetts,Essex County,25009,01830,42.70544714754058,-71.11049684827665,105166.02,162829.52,25653
f5fdcc11-c4fc-94a8-4595-35c3b3961760,1993-12-20,,999-48-2383,S99981702,X05032558X,Mrs.,Kenneth671,Kallie862,Orn563,,Jakubowski832,M,white,nonhispanic,F,Wilmington  Massachusetts  US,287 Dare Pathway,Randolph,Massachusetts,Norfolk County,25021,02368,42.175152335354696,-71.0721898058997,149462.98,204726.73,108327
df771c08-f821-7836-f194-6e19bced93d0,2008-06-10,,999-42-4708,S99928892,,Ms.,Magdalena964,Luisa710,Estévez304,,,,black,hispanic,F,San Jose  San Jose  CR,708 Russel Fort Apt 81,Boston,Massachusetts,Suffolk County,25025,02109,42.32334061917637,-71.11275061568625,68508.22,22640.06,34390
f45ba14c-644d-c1fb-1239-fee274e0abb5,1946-08-08,1997-10-07,999-44-8109,S99926126,X44645705X,Ms.,Sheena120,,Wilkinson796,,,S,white,nonhispanic,F,Cordaville  Massachusetts  US,295 Jaskolski Stravenue,Bolton,Massachusetts,Worcester County,,00000,42.46375323572682,-71.63076794201328,75915.92,242048.48,24699
ca3d0b16-2bc0-6445-47c2-0e23c16ad9e8,1996-10-23,,999-41-2637,S99928107,X01554789X,Mr.,Tyrone215,Joel444,Flatley871,,,M,hawaiian,nonhispanic,M,Shelburne Falls  Massachusetts  US,139 Schultz Pathway,New Bedford,Massachusetts,Bristol County,25005,02745,41.58752150669505,-70.97800376565722,23275.44,49016.92,40909
cb1678fa-98d5-1d6b-ee5b-94a8fffb5040,1948-12-16,1990-01-14,999-20-5984,S99963707,X65199231X,Mrs.,Dorthy94,Halina47,Pagac496,,Mante251,M,white,nonhispanic,F,Merrimac  Massachusetts  US,837 Leuschke Haven,Quincy,Massachusetts,Norfolk County,25021,02170,42.19594397530111,-71.12906346266229,12110.54,615359.85,10684
1a027f1e-d69b-3cfe-c18b-d672be798293,1965-05-24,,999-66-2718,S99960380,X04302036X,Mrs.,Carri827,Linnea167,Hegmann834,,Walsh511,M,asian,nonhispanic,F,Boston  Massachusetts  US,1076 Wunsch Alley Unit 71,Stoughton,Massachusetts,Norfolk County,,00000,42.09201347832805,-71.11966215142006,11155.60,330978.48,14704
87f7dc1d-9754-80ba-b500-9a3dd23500c5,1974-07-13,,999-59-7191,S99919009,X32570685X,Mr.,Lenard338,,Stark857,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,151 Rowe Light,Melrose,Massachusetts,Middlesex County,25017,02176,42.500546485763756,-71.09126584534835,107795.75,15553.22,199821
c1b6697e-6cc1-ea0f-8217-e9eb78896401,1993-07-04,,999-50-3811,S99981754,X32576911X,Mr.,Kelvin159,,Dibbert990,,,M,white,hispanic,M,Somerville  Massachusetts  US,609 Paucek Gardens Suite 75,Arlington,Massachusetts,Middlesex County,25017,02476,42.46537649931048,-71.11334205900913,73026.81,8915.48,162849
09bd9138-62ed-8a32-012d-b8838b4a2afd,2023-05-03,,999-74-2101,,,,Eda506,,Nienow652,,,,white,nonhispanic,F,Holyoke  Massachusetts  US,829 Witting Mission,Boston,Massachusetts,Suffolk County,25025,02210,42.27541259267453,-71.12240757194671,400.00,11107.77,2426
cdce0a18-72a2-124e-448f-ea24077ebb03,1965-08-26,,999-19-9444,S99983885,X07113654X,Ms.,Madalyn472,Anne636,Waelchi213,,,S,black,nonhispanic,F,Williamstown  Massachusetts  US,141 Rosenbaum Green Unit 73,North Scituate,Massachusetts,Plymouth County,25023,02060,42.192689046480325,-70.74148894976565,991285.28,573630.94,47167
3c4404e5-2adb-77fb-0fbc-a3cf7bb4179f,1953-05-24,,999-91-4059,S99916939,X51302477X,Mr.,Dino214,Bennett146,Mueller846,,,S,asian,nonhispanic,M,Dedham  Massachusetts  US,348 Hayes Highlands Unit 96,Acton,Massachusetts,Middlesex County,,00000,42.48652031315882,-71.43154363735567,164964.52,758008.33,634691
75091519-c355-bbce-3a72-3411beb3fa1a,1982-11-15,,999-52-7294,S99974843,X50783450X,Mr.,Ezra452,Eloy929,Renner328,,,M,white,nonhispanic,M,Ludlow  Massachusetts  US,848 Schmidt Way Suite 13,Northborough,Massachusetts,Worcester County,25027,01532,42.31673503066011,-71.63882721011551,77138.44,743.89,105471
1937dc8b-92c6-408d-ed95-ed2c384446a2,1946-08-08,2010-05-22,999-25-7564,S99925855,X20856152X,Mrs.,Domitila545,,Marks830,,Jacobs452,M,white,nonhispanic,F,Boston  Massachusetts  US,828 Lakin Stravenue Unit 66,Bolton,Massachusetts,Worcester County,,00000,42.44501710513041,-71.6339495045932,170675.39,1313115.37,24699
8b5e41f4-b0fc-b17c-29c6-aeedfb6da579,1954-04-10,,999-35-9050,S99929768,X21790854X,Mrs.,Lyndsay952,Lean294,Kerluke267,,Ratke343,M,white,nonhispanic,F,West Bridgewater  Massachusetts  US,757 Abshire Ferry Suite 6,Sandwich,Massachusetts,Barnstable County,25001,02563,41.74491548109251,-70.52700673527096,27832.80,1782191.80,99572
886f95a7-0039-135a-068f-ee2d26ffb41b,1967-08-05,,999-18-5917,S99940690,X13305335X,Mr.,Dee580,Hal307,Kulas532,,,W,white,nonhispanic,M,Springfield  Massachusetts  US,469 Hettinger Orchard,Quincy,Massachusetts,Norfolk County,25021,02171,42.25529349039895,-71.06481242684465,161255.73,62781.84,97619
23109158-88fc-f2b7-0cb7-4b18d4865397,1948-12-16,,999-45-7595,S99965156,X99649400X,Mrs.,Hanna456,Celsa248,Bartell116,,Mraz590,W,white,nonhispanic,F,Falmouth  Massachusetts  US,596 Dietrich Overpass,Quincy,Massachusetts,Norfolk County,25021,02169,42.24164889771152,-71.02297854301592,21291.73,1165203.45,10684
c5fd9ab5-2cfd-a415-bb2d-5c5628ccaf72,1963-11-05,,999-80-1063,S99984982,X66969121X,Mrs.,Clora637,Roselyn270,Abernathy524,,Wunsch504,M,asian,nonhispanic,F,Falmouth  Massachusetts  US,882 Weimann Station Unit 55,Bellingham,Massachusetts,Norfolk County,25021,02019,42.08800455360473,-71.5064976753771,340946.23,1051307.14,133850
cadad08a-3ddc-da9d-2717-af987b130c21,2017-11-03,,999-10-4075,,,,Ronni748,Mardell937,Schinner682,,,,white,nonhispanic,F,Sherborn  Massachusetts  US,188 Labadie Trace,Marlborough,Massachusetts,Middlesex County,25017,01752,42.39239924355154,-71.53033607124995,7550.06,42668.88,47586
7d4e9f28-6f5a-edb5-2778-cecd6efc4e9a,1993-06-03,2021-09-23,999-87-1492,S99928838,X01811183X,Mr.,Mohamed943,Juan88,Metz686,,,M,white,nonhispanic,M,North Eastham  Massachusetts  US,683 Murphy Trafficway,Fall River,Massachusetts,Bristol County,25005,02790,41.6190647121508,-70.98620556116254,75228.71,311643.99,23362
93becfc1-8e09-208a-80b7-901ad4a7c201,2016-05-21,,999-19-9231,,,,Brooks264,Elwood28,Johnston597,,,,white,nonhispanic,M,Ashland  Massachusetts  US,680 Bashirian Manor,Leominster,Massachusetts,Worcester County,25027,01420,42.49701328549464,-71.7356715116295,23459.83,4867.15,45827
7d7c30ae-3ed3-f953-824b-42a0c05524ea,1993-06-03,,999-26-9165,S99994366,X35631225X,Mr.,Jeremiah751,Jerry654,Runolfsdottir785,,,S,white,nonhispanic,M,Malden  Massachusetts  US,493 Paucek Vista,Fall River,Massachusetts,Bristol County,25005,02724,41.687787657820984,-71.06136300595342,10706.69,54109.41,23362
18be1d40-4912-e821-68ac-65faefa3cdc1,2015-02-18,,999-64-6064,,,,Dot905,,Kuhn96,,,,asian,hispanic,F,Braintree  Massachusetts  US,924 Becker Port Apt 12,Haverhill,Massachusetts,Essex County,25009,01835,42.72432601908491,-71.1117864104997,28641.53,0.00,47790
74793763-7806-d616-cb45-f79b22dd4702,1978-03-07,,999-60-3092,S99937785,X96608938X,Mr.,Julian715,Ian270,Williamson769,,,M,black,nonhispanic,M,Fall River  Massachusetts  US,1028 Schroeder Overpass,Framingham,Massachusetts,Middlesex County,25017,01701,42.24496030247696,-71.48047999901134,139764.65,650058.40,938744
cf168c71-c938-1e27-4a21-71e15e63a392,1946-08-08,,999-39-4037,S99980037,X18532615X,Mrs.,Dorthea49,Maren639,Stoltenberg489,,Robel940,M,white,nonhispanic,F,Lawrence  Massachusetts  US,501 Willms Crossing,Bolton,Massachusetts,Worcester County,,00000,42.442886837872,-71.61438938126629,202839.20,905139.19,24699
e6043ba3-afa5-17e2-adb6-0b1b9adf6c96,1979-12-16,,999-64-1429,S99982181,X02629957X,Mr.,Waylon572,Elmo857,Lehner980,,,S,white,nonhispanic,M,Sharon  Massachusetts  US,901 Tromp Divide,Holliston,Massachusetts,Middlesex County,,00000,42.235883587855,-71.4148822896877,63638.23,763451.47,146065
b16908f8-ed34-f1e5-ae49-8fa482b0ef1d,1994-01-31,,999-88-2985,S99954644,X98238294X,Mr.,Humberto482,,Kohler843,,,S,white,nonhispanic,M,Frankfurt  Hesse  DE,748 Rippin Track Suite 34,Boston,Massachusetts,Suffolk County,25025,02113,42.31486348596342,-71.08269866470127,56540.66,64438.82,195304
8322f0be-bd10-ef22-d5cf-b09b8e39c5f8,2009-08-31,,999-27-8206,S99910438,,,Cierra898,Ophelia894,Wintheiser220,,,,white,nonhispanic,F,Quincy  Massachusetts  US,797 Fisher Camp Unit 81,Lynn,Massachusetts,Essex County,25009,01901,42.47266251937891,-70.99617175971153,62406.20,18448.43,33541
d31fc625-4b53-e243-322d-8da9cf7260e7,1979-10-03,,999-23-7656,S99978720,X55322398X,Mr.,Alexander630,,Kassulke119,,,S,white,nonhispanic,M,Mansfield Center  Massachusetts  US,813 Rath Stravenue,Saugus,Massachusetts,Essex County,25009,01906,42.475322281845116,-71.06272248065832,99565.36,31761.62,902392
5dfaf183-aff9-c886-72ef-492c34861077,1921-09-20,2006-11-02,999-86-7466,S99940483,X30241154X,Mr.,Pierre431,Devin82,Jones311,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,374 Sporer Common,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.64219093509119,-70.19437114268176,223365.38,403683.68,79951
8bec5304-f323-b11e-3ae7-c81492d20ec7,1945-01-30,,999-94-3314,S99929410,X36965732X,Mrs.,Blanca837,Mariana775,Córdova800,,Figueroa648,M,white,hispanic,F,Portsmouth  Saint John Parish  DM,716 Jakubowski Arcade,Winchendon,Massachusetts,Worcester County,25027,01475,42.69575394843503,-72.07259541803023,821047.68,342159.19,94798
35565fdb-4add-bb2f-2850-8ce6843cd98b,1983-08-06,,999-28-6639,S99968812,X69313949X,Mr.,Cristian531,Bernardo699,Saavedra625,,,M,white,hispanic,M,Portsmouth  Saint John Parish  DM,308 Bahringer Overpass Suite 78,Brimfield,Massachusetts,Hampden County,,00000,42.08007148815267,-72.22762424503841,65300.18,45842.88,121180
7b8ff835-d7b7-5ddd-306c-5a1109fb6b70,1962-05-07,,999-32-4629,S99911165,X14933739X,Mrs.,Lori426,Tamra871,Emard19,,Jacobs452,D,white,nonhispanic,F,Westfield  Massachusetts  US,749 Fadel Boulevard Unit 48,Plymouth,Massachusetts,Plymouth County,25023,02360,41.841047747238854,-70.62483780203037,168216.20,670516.01,24806
6db2f5b7-c787-117e-dbfd-418c28cc5474,1921-09-20,2013-10-01,999-22-4736,S99977261,X09950233X,Mr.,Elden718,Ben667,Hand679,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,591 Kuhlman Ramp,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.66468399044438,-70.22391601900301,186082.90,117168.69,79951
10231522-7925-43d2-2064-bb5f917c87ee,1921-09-20,2018-04-05,999-11-3118,S99992359,X73504495X,Mr.,Mitch821,Modesto621,Sanford861,,,M,white,nonhispanic,M,Lynnfield  Massachusetts  US,186 Denesik Parade Apt 24,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.627701000297314,-70.15168334681842,277382.08,1398450.84,79951
a6b49352-759a-1fa6-d169-3f8dd7471305,1921-09-20,2000-02-03,999-63-1132,S99961611,X62857670X,Mr.,Melvin857,Wayne846,Volkman526,,,D,white,nonhispanic,M,Arlington  Massachusetts  US,1068 Becker Glen Unit 10,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.69382697679157,-70.20942576840697,224142.24,618312.78,79951
442ebd8e-172d-cb21-83af-1dbf1af8a54a,1921-09-20,1986-12-15,999-93-4769,S99990018,X35295853X,Mr.,Hector463,,Hartmann983,,,D,white,nonhispanic,M,Ashland  Massachusetts  US,339 Connelly Mews,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.62483154120203,-70.1918728965873,120801.75,775729.87,79951
6585a663-3883-578a-0689-caa918d9d857,1921-09-20,1986-02-23,999-17-3400,S99960182,X01616294X,Mr.,Tod265,Cody889,Doyle959,,,M,white,nonhispanic,M,Hingham  Massachusetts  US,551 Williamson Vale,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.637518419993725,-70.17978936712008,773692.06,377262.92,79951
a7b60343-c11d-417e-6d15-520ef32cb30b,1921-09-20,1980-05-20,999-52-5883,S99989547,X65387441X,Mr.,Darrell400,Pasquale620,Farrell962,,,S,white,nonhispanic,M,Waltham  Massachusetts  US,258 Franecki Haven,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.714434271925974,-70.21815785773944,208221.16,20181.12,79951
8a3c52e9-28d6-4e28-e47b-e92934ea3aed,1921-09-20,,999-57-6944,S99975491,X04312284X,Mr.,Hugh686,Isreal8,Grady603,,,M,white,nonhispanic,M,Salem  Massachusetts  US,924 Mertz Track,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.654617038974216,-70.2271372830031,210765.42,409308.49,79951
